lesson_id,school_id,teacher_id,persona,subject_id,class_arm_id,room_id,room_type_matches_subject,day_of_week,start_time,end_time,consecutive_period_count,time_slot_hour,soft_preference_score
SCH-030-LSN-0022,SCH-030,TCH-00395,hustling_subject_specialist,Physics,SS2B,SCI-LAB-01,1,Wednesday,9:20,10:40,2,9:20,4
SCH-030-LSN-0023,SCH-030,TCH-00395,hustling_subject_specialist,Physics,SS3B,SCI-LAB-01,1,Wednesday,10:40,12:20,2,10:40,4
SCH-030-LSN-0024,SCH-030,TCH-00395,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Thursday,8:00,9:20,2,8:00,4
SCH-030-LSN-0025,SCH-030,TCH-00396,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-030-LSN-0026,SCH-030,TCH-00396,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-030-LSN-0027,SCH-030,TCH-00396,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-030-LSN-0028,SCH-030,TCH-00396,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-030-LSN-0029,SCH-030,TCH-00396,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-030-LSN-0030,SCH-030,TCH-00396,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-030-LSN-0031,SCH-030,TCH-00397,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Friday,8:00,11:20,5,8:00,1.45
SCH-030-LSN-0032,SCH-030,TCH-00397,overworked_generalist,Basic Technology,SS1A,ROOM-SS1A,0,Monday,8:00,11:20,5,8:00,1.28
SCH-030-LSN-0033,SCH-030,TCH-00397,overworked_generalist,PHE,SS3B,ROOM-SS3B,1,Thursday,10:00,13:40,5,10:00,1.45
SCH-030-LSN-0034,SCH-030,TCH-00397,overworked_generalist,PHE,SS1B,ROOM-SS1B,1,Wednesday,9:20,13:00,5,9:20,1.47
SCH-030-LSN-0035,SCH-030,TCH-00397,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Tuesday,10:00,13:40,5,10:00,1.47
SCH-030-LSN-0036,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS1B,ROOM-SS1B,1,Monday,8:00,9:20,2,8:00,4
SCH-030-LSN-0037,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Tuesday,10:40,12:20,2,10:40,4
SCH-030-LSN-0038,SCH-030,TCH-00398,hustling_subject_specialist,Physics,SS1B,SCI-LAB-01,1,Monday,9:20,10:40,2,9:20,4
SCH-030-LSN-0039,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Wednesday,8:00,9:20,2,8:00,4
SCH-030-LSN-0040,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Wednesday,9:20,10:40,2,9:20,4
SCH-030-LSN-0041,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS2A,ROOM-SS2A,1,Monday,10:40,12:20,2,10:40,4
SCH-030-LSN-0042,SCH-030,TCH-00398,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Tuesday,8:00,9:20,2,8:00,4
SCH-030-LSN-0043,SCH-030,TCH-00398,hustling_subject_specialist,Physics,SS2B,SCI-LAB-01,1,Wednesday,10:40,12:20,2,10:40,4
SCH-030-LSN-0044,SCH-030,TCH-00399,veteran_staff_room_boss,Chemistry,SS2A,SCI-LAB-01,1,Monday,8:40,9:20,1,8:40,4
SCH-030-LSN-0045,SCH-030,TCH-00399,veteran_staff_room_boss,Chemistry,SS2B,SCI-LAB-01,1,Thursday,8:40,9:20,1,8:40,4
SCH-030-LSN-0046,SCH-030,TCH-00399,veteran_staff_room_boss,Chemistry,SS2A,SCI-LAB-01,1,Tuesday,9:20,10:00,1,9:20,4
SCH-030-LSN-0047,SCH-030,TCH-00399,veteran_staff_room_boss,Chemistry,SS1B,SCI-LAB-01,1,Wednesday,8:40,9:20,1,8:40,4
SCH-030-LSN-0048,SCH-030,TCH-00400,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Tuesday,8:40,10:40,3,8:40,1.47
SCH-030-LSN-0049,SCH-030,TCH-00400,overworked_generalist,Basic Technology,JSS3B,WORKSHOP-01,1,Thursday,12:20,14:20,3,12:20,1.45
SCH-030-LSN-0050,SCH-030,TCH-00400,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Friday,10:00,12:20,3,10:00,1.47
SCH-030-LSN-0051,SCH-030,TCH-00400,overworked_generalist,CRS,SS3A,ROOM-SS3A,1,Wednesday,9:20,11:20,3,9:20,1.4
SCH-030-LSN-0052,SCH-030,TCH-00400,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Thursday,8:00,10:00,3,8:00,1.42
SCH-030-LSN-0053,SCH-030,TCH-00400,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Monday,9:20,11:20,3,9:20,1.49
SCH-030-LSN-0054,SCH-030,TCH-00401,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-030-LSN-0055,SCH-030,TCH-00401,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-030-LSN-0056,SCH-030,TCH-00401,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-030-LSN-0057,SCH-030,TCH-00402,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Wednesday,10:40,13:00,3,10:40,4
SCH-030-LSN-0058,SCH-030,TCH-00402,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Thursday,8:00,10:00,3,8:00,4
SCH-030-LSN-0059,SCH-030,TCH-00402,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Thursday,10:00,12:20,3,10:00,4
SCH-031-LSN-0001,SCH-031,TCH-00403,veteran_staff_room_boss,Physics,SS2A,SCI-LAB-01,1,Monday,8:40,10:00,2,8:40,4
SCH-031-LSN-0002,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS3A,SCI-LAB-01,1,Monday,10:00,11:20,2,10:00,4
SCH-031-LSN-0003,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS2A,SCI-LAB-01,1,Tuesday,8:40,10:00,2,8:40,4
SCH-031-LSN-0004,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS3B,SCI-LAB-01,1,Tuesday,10:00,11:20,2,10:00,4
SCH-031-LSN-0005,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS3A,SCI-LAB-01,1,Wednesday,8:40,10:00,2,8:40,4
SCH-031-LSN-0006,SCH-031,TCH-00403,veteran_staff_room_boss,Physics,SS1B,SCI-LAB-01,1,Wednesday,10:00,11:20,2,10:00,4
SCH-031-LSN-0007,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS1B,SCI-LAB-01,1,Thursday,8:40,10:00,2,8:40,4
SCH-031-LSN-0008,SCH-031,TCH-00403,veteran_staff_room_boss,Chemistry,SS3B,SCI-LAB-01,1,Thursday,10:00,11:20,2,10:00,4
SCH-031-LSN-0009,SCH-031,TCH-00404,nysc_corper,Civic Education,JSS2A,ROOM-JSS2A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0010,SCH-031,TCH-00404,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0011,SCH-031,TCH-00404,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0012,SCH-031,TCH-00404,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0013,SCH-031,TCH-00404,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0014,SCH-031,TCH-00404,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0015,SCH-031,TCH-00404,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Monday,8:00,8:40,1,8:00,0
SCH-031-LSN-0016,SCH-031,TCH-00404,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Monday,8:40,9:20,1,8:40,0
SCH-031-LSN-0017,SCH-031,TCH-00405,overworked_generalist,CRS,SS1B,ROOM-SS1B,1,Monday,10:40,14:20,5,10:40,1.41
SCH-031-LSN-0018,SCH-031,TCH-00405,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Tuesday,10:40,14:20,5,10:40,1.49
SCH-031-LSN-0019,SCH-031,TCH-00405,overworked_generalist,Basic Technology,SS2A,ROOM-SS2A,0,Thursday,10:40,14:20,5,10:40,1.2
SCH-031-LSN-0020,SCH-031,TCH-00405,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Wednesday,8:40,12:20,5,8:40,1.16
SCH-031-LSN-0021,SCH-031,TCH-00406,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0022,SCH-031,TCH-00406,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0023,SCH-031,TCH-00406,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0024,SCH-031,TCH-00407,hustling_subject_specialist,Further Mathematics,SS2B,ROOM-SS2B,1,Wednesday,8:00,10:00,3,8:00,4
SCH-031-LSN-0025,SCH-031,TCH-00407,hustling_subject_specialist,Further Mathematics,SS1B,ROOM-SS1B,1,Thursday,10:00,12:20,3,10:00,4
SCH-031-LSN-0026,SCH-031,TCH-00407,hustling_subject_specialist,Further Mathematics,SS2B,ROOM-SS2B,1,Wednesday,10:00,12:20,3,10:00,4
SCH-031-LSN-0027,SCH-031,TCH-00407,hustling_subject_specialist,Further Mathematics,SS3B,ROOM-SS3B,1,Thursday,8:00,10:00,3,8:00,4
SCH-031-LSN-0028,SCH-031,TCH-00408,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0029,SCH-031,TCH-00408,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0030,SCH-031,TCH-00408,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0031,SCH-031,TCH-00408,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0032,SCH-031,TCH-00409,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0033,SCH-031,TCH-00409,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0034,SCH-031,TCH-00409,nysc_corper,Basic Science,JSS3B,ROOM-JSS3B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0035,SCH-031,TCH-00409,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0036,SCH-031,TCH-00410,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Monday,8:00,10:00,3,8:00,4
SCH-031-LSN-0037,SCH-031,TCH-00410,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Monday,10:00,12:20,3,10:00,4
SCH-031-LSN-0038,SCH-031,TCH-00410,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Tuesday,8:00,10:00,3,8:00,4
SCH-031-LSN-0039,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0040,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0041,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0042,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0043,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS3B,ROOM-JSS3B,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-031-LSN-0044,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Monday,8:00,8:40,1,8:00,0
SCH-031-LSN-0045,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-031-LSN-0046,SCH-031,TCH-00411,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Monday,8:40,9:20,1,8:40,0
SCH-031-LSN-0047,SCH-031,TCH-00412,hustling_subject_specialist,Further Mathematics,SS2B,ROOM-SS2B,1,Thursday,8:00,9:20,2,8:00,4
SCH-031-LSN-0048,SCH-031,TCH-00412,hustling_subject_specialist,Further Mathematics,SS3A,ROOM-SS3A,1,Monday,8:00,9:20,2,8:00,4
SCH-031-LSN-0049,SCH-031,TCH-00412,hustling_subject_specialist,Further Mathematics,SS1B,ROOM-SS1B,1,Monday,9:20,10:40,2,9:20,4
SCH-031-LSN-0050,SCH-031,TCH-00412,hustling_subject_specialist,Further Mathematics,SS3B,ROOM-SS3B,1,Monday,10:40,12:20,2,10:40,4
SCH-031-LSN-0051,SCH-031,TCH-00412,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Thursday,9:20,10:40,2,9:20,4
SCH-031-LSN-0052,SCH-031,TCH-00412,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Wednesday,8:00,9:20,2,8:00,4
SCH-031-LSN-0053,SCH-031,TCH-00412,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Wednesday,9:20,10:40,2,9:20,4
SCH-031-LSN-0054,SCH-031,TCH-00412,hustling_subject_specialist,Further Mathematics,SS3B,ROOM-SS3B,1,Wednesday,10:40,12:20,2,10:40,4
SCH-032-LSN-0001,SCH-032,TCH-00413,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0002,SCH-032,TCH-00413,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0003,SCH-032,TCH-00413,nysc_corper,Civic Education,JSS2A,ROOM-JSS2A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0004,SCH-032,TCH-00413,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0005,SCH-032,TCH-00413,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0006,SCH-032,TCH-00413,nysc_corper,Basic Science,JSS2A,ROOM-JSS2A,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0007,SCH-032,TCH-00413,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Monday,8:00,8:40,1,8:00,0
SCH-032-LSN-0008,SCH-032,TCH-00413,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Monday,8:40,9:20,1,8:40,0
SCH-032-LSN-0009,SCH-032,TCH-00414,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Thursday,8:00,10:40,4,8:00,1.47
SCH-032-LSN-0010,SCH-032,TCH-00414,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Friday,8:00,10:40,4,8:00,1.43
SCH-032-LSN-0011,SCH-032,TCH-00414,overworked_generalist,PHE,SS1A,ROOM-SS1A,1,Monday,8:40,11:20,4,8:40,1.47
SCH-032-LSN-0012,SCH-032,TCH-00414,overworked_generalist,Basic Technology,SS3A,ROOM-SS3A,0,Tuesday,11:40,14:20,4,11:40,1.49
SCH-032-LSN-0013,SCH-032,TCH-00414,overworked_generalist,PHE,SS2B,ROOM-SS2B,1,Monday,11:40,14:20,4,11:40,1.39
SCH-032-LSN-0014,SCH-032,TCH-00414,overworked_generalist,CRS,SS2A,ROOM-SS2A,1,Wednesday,9:20,12:20,4,9:20,1.44
SCH-032-LSN-0015,SCH-032,TCH-00415,veteran_staff_room_boss,Biology,SS3B,SCI-LAB-01,1,Monday,8:40,10:00,2,8:40,4
SCH-032-LSN-0016,SCH-032,TCH-00415,veteran_staff_room_boss,Biology,SS3A,SCI-LAB-01,1,Monday,10:00,11:20,2,10:00,4
SCH-032-LSN-0017,SCH-032,TCH-00415,veteran_staff_room_boss,Biology,SS1B,SCI-LAB-01,1,Tuesday,8:40,10:00,2,8:40,4
SCH-032-LSN-0018,SCH-032,TCH-00416,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Thursday,11:40,14:20,4,11:40,1.49
SCH-032-LSN-0019,SCH-032,TCH-00416,overworked_generalist,Basic Technology,JSS1A,ROOM-JSS1A,0,Friday,8:00,10:40,4,8:00,1.5
SCH-032-LSN-0020,SCH-032,TCH-00416,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Tuesday,9:20,12:20,4,9:20,1.49
SCH-032-LSN-0021,SCH-032,TCH-00416,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Thursday,8:00,10:40,4,8:00,1.39
SCH-032-LSN-0022,SCH-032,TCH-00416,overworked_generalist,PHE,SS1A,ROOM-SS1A,1,Monday,11:40,14:20,4,11:40,1.39
SCH-032-LSN-0023,SCH-032,TCH-00416,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Wednesday,9:20,12:20,4,9:20,1.29
SCH-032-LSN-0024,SCH-032,TCH-00416,overworked_generalist,PHE,SS1B,ROOM-SS1B,1,Monday,8:00,10:40,4,8:00,1.28
SCH-032-LSN-0025,SCH-032,TCH-00417,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Tuesday,9:20,12:20,4,9:20,1.49
SCH-032-LSN-0026,SCH-032,TCH-00417,overworked_generalist,Basic Technology,SS1A,ROOM-SS1A,0,Thursday,10:00,13:00,4,10:00,1.47
SCH-032-LSN-0027,SCH-032,TCH-00417,overworked_generalist,CRS,SS1B,ROOM-SS1B,1,Wednesday,11:40,14:20,4,11:40,1.46
SCH-032-LSN-0028,SCH-032,TCH-00417,overworked_generalist,CRS,JSS2A,ROOM-JSS2A,1,Monday,8:00,10:40,4,8:00,1.24
SCH-032-LSN-0029,SCH-032,TCH-00417,overworked_generalist,Basic Technology,JSS2A,ROOM-JSS2A,0,Monday,11:40,14:20,4,11:40,1.41
SCH-032-LSN-0030,SCH-032,TCH-00417,overworked_generalist,Basic Technology,JSS3B,ROOM-JSS3B,0,Wednesday,8:00,10:40,4,8:00,1.19
SCH-032-LSN-0031,SCH-032,TCH-00417,overworked_generalist,CRS,SS1B,ROOM-SS1B,1,Friday,8:40,11:20,4,8:40,1.39
SCH-032-LSN-0032,SCH-032,TCH-00418,hustling_subject_specialist,Further Mathematics,SS1B,ROOM-SS1B,1,Monday,10:40,13:00,3,10:40,4
SCH-032-LSN-0033,SCH-032,TCH-00418,hustling_subject_specialist,Further Mathematics,SS2A,ROOM-SS2A,1,Monday,8:00,10:00,3,8:00,4
SCH-032-LSN-0034,SCH-032,TCH-00419,overworked_generalist,CRS,SS2A,ROOM-SS2A,1,Thursday,8:00,11:20,5,8:00,1.46
SCH-032-LSN-0035,SCH-032,TCH-00419,overworked_generalist,CRS,JSS1B,ROOM-JSS1B,1,Wednesday,9:20,13:00,5,9:20,1.49
SCH-032-LSN-0036,SCH-032,TCH-00419,overworked_generalist,CRS,SS3A,ROOM-SS3A,1,Friday,8:00,11:20,5,8:00,1.44
SCH-032-LSN-0037,SCH-032,TCH-00419,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Tuesday,9:20,13:00,5,9:20,1.38
SCH-032-LSN-0038,SCH-032,TCH-00419,overworked_generalist,PHE,JSS3A,ROOM-JSS3A,1,Monday,9:20,13:00,5,9:20,0.87
SCH-032-LSN-0039,SCH-032,TCH-00420,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0040,SCH-032,TCH-00420,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0041,SCH-032,TCH-00421,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0042,SCH-032,TCH-00421,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0043,SCH-032,TCH-00421,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0044,SCH-032,TCH-00421,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0045,SCH-032,TCH-00422,overworked_generalist,PHE,JSS1A,ROOM-JSS1A,1,Monday,8:00,10:40,4,8:00,1.31
SCH-032-LSN-0046,SCH-032,TCH-00422,overworked_generalist,PHE,JSS3B,ROOM-JSS3B,1,Thursday,8:00,10:40,4,8:00,1.48
SCH-032-LSN-0047,SCH-032,TCH-00422,overworked_generalist,Basic Technology,SS3B,WORKSHOP-01,1,Wednesday,10:40,13:40,4,10:40,1.49
SCH-032-LSN-0048,SCH-032,TCH-00422,overworked_generalist,CRS,SS1B,ROOM-SS1B,1,Tuesday,11:40,14:20,4,11:40,1.48
SCH-032-LSN-0049,SCH-032,TCH-00422,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Wednesday,8:00,10:40,4,8:00,1.44
SCH-032-LSN-0050,SCH-032,TCH-00422,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Friday,8:00,10:40,4,8:00,1.25
SCH-032-LSN-0051,SCH-032,TCH-00422,overworked_generalist,PHE,JSS1B,ROOM-JSS1B,1,Thursday,11:40,14:20,4,11:40,1.03
SCH-032-LSN-0052,SCH-032,TCH-00422,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Monday,10:40,13:40,4,10:40,0.96
SCH-032-LSN-0053,SCH-032,TCH-00422,overworked_generalist,Basic Technology,SS3B,ROOM-SS3B,0,Tuesday,8:00,10:40,4,8:00,1.22
SCH-032-LSN-0054,SCH-032,TCH-00423,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-032-LSN-0055,SCH-032,TCH-00423,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-032-LSN-0056,SCH-032,TCH-00424,overworked_generalist,CRS,JSS2A,ROOM-JSS2A,1,Wednesday,11:40,13:40,3,11:40,1.5
SCH-032-LSN-0057,SCH-032,TCH-00424,overworked_generalist,PHE,SS3A,ROOM-SS3A,1,Thursday,12:20,14:20,3,12:20,1.38
SCH-032-LSN-0058,SCH-032,TCH-00424,overworked_generalist,PHE,JSS2A,ROOM-JSS2A,1,Thursday,9:20,11:20,3,9:20,1.47
SCH-032-LSN-0059,SCH-032,TCH-00424,overworked_generalist,CRS,JSS3B,ROOM-JSS3B,1,Tuesday,8:40,10:40,3,8:40,1.44
SCH-032-LSN-0060,SCH-032,TCH-00425,hustling_subject_specialist,Physics,SS1B,SCI-LAB-01,1,Wednesday,8:00,10:00,3,8:00,4
SCH-032-LSN-0061,SCH-032,TCH-00425,hustling_subject_specialist,Further Mathematics,SS1A,ROOM-SS1A,1,Tuesday,8:00,10:00,3,8:00,4
SCH-032-LSN-0062,SCH-032,TCH-00425,hustling_subject_specialist,Further Mathematics,SS2B,ROOM-SS2B,1,Monday,8:00,10:00,3,8:00,4
SCH-032-LSN-0063,SCH-032,TCH-00425,hustling_subject_specialist,Physics,SS3B,SCI-LAB-01,1,Tuesday,10:40,13:00,3,10:40,4
SCH-033-LSN-0001,SCH-033,TCH-00426,veteran_staff_room_boss,Biology,SS2B,SCI-LAB-01,1,Monday,8:40,10:00,2,8:40,4
SCH-033-LSN-0002,SCH-033,TCH-00426,veteran_staff_room_boss,Biology,SS3A,SCI-LAB-01,1,Monday,10:00,11:20,2,10:00,4
SCH-033-LSN-0003,SCH-033,TCH-00426,veteran_staff_room_boss,Physics,SS1A,SCI-LAB-01,1,Tuesday,8:40,10:00,2,8:40,4
SCH-033-LSN-0004,SCH-033,TCH-00426,veteran_staff_room_boss,Physics,SS2B,SCI-LAB-01,1,Tuesday,10:00,11:20,2,10:00,4
SCH-033-LSN-0005,SCH-033,TCH-00426,veteran_staff_room_boss,Biology,SS1A,SCI-LAB-01,1,Wednesday,8:40,10:00,2,8:40,4
SCH-033-LSN-0006,SCH-033,TCH-00426,veteran_staff_room_boss,Biology,SS2A,SCI-LAB-01,1,Wednesday,10:00,11:20,2,10:00,4
SCH-033-LSN-0007,SCH-033,TCH-00426,veteran_staff_room_boss,Biology,SS2B,SCI-LAB-01,1,Thursday,8:40,10:00,2,8:40,4
SCH-033-LSN-0008,SCH-033,TCH-00426,veteran_staff_room_boss,Physics,SS1A,SCI-LAB-01,1,Thursday,10:00,11:20,2,10:00,4
SCH-033-LSN-0009,SCH-033,TCH-00427,hustling_subject_specialist,Economics,SS1B,ROOM-SS1B,1,Tuesday,8:00,9:20,2,8:00,4
SCH-033-LSN-0010,SCH-033,TCH-00427,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Wednesday,8:00,9:20,2,8:00,4
SCH-033-LSN-0011,SCH-033,TCH-00427,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Tuesday,9:20,10:40,2,9:20,4
SCH-033-LSN-0012,SCH-033,TCH-00427,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Wednesday,9:20,10:40,2,9:20,4
SCH-033-LSN-0013,SCH-033,TCH-00428,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-033-LSN-0014,SCH-033,TCH-00428,nysc_corper,Civic Education,JSS1A,ROOM-JSS1A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-033-LSN-0015,SCH-033,TCH-00429,hustling_subject_specialist,Further Mathematics,SS1B,ROOM-SS1B,1,Monday,8:00,9:20,2,8:00,4
SCH-033-LSN-0016,SCH-033,TCH-00429,hustling_subject_specialist,Further Mathematics,SS1A,ROOM-SS1A,1,Monday,9:20,10:40,2,9:20,4
SCH-033-LSN-0017,SCH-033,TCH-00429,hustling_subject_specialist,Economics,SS1B,ROOM-SS1B,1,Monday,10:40,12:20,2,10:40,4
