guardian_id,student_id,academic_year,term,student_fee_payment_days_late,student_fee_default_count_lifetime,session_start_paid_flag,guardian_message_open_rate,guardian_avg_response_time_hrs,fee_default_risk_label
GRD-02129,STU-02129,2024,Second_Term_Jan_Apr,32,0,0,89.2,1.2,LOW
GRD-02130,STU-02130,2024,Third_Term_May_Jul,38,0,0,100.0,6.9,LOW
GRD-02131,STU-02131,2025,First_Term_Sep_Dec,10,1,0,90.7,2.0,LOW
GRD-02132,STU-02132,2024,Third_Term_May_Jul,26,0,0,100.0,2.9,LOW
GRD-02133,STU-02133,2024,Second_Term_Jan_Apr,154,2,0,0.0,,HIGH
GRD-02134,STU-02134,2024,First_Term_Sep_Dec,25,0,0,99.9,5.3,LOW
GRD-02135,STU-02135,2023,First_Term_Sep_Dec,21,0,0,25.9,,MEDIUM
GRD-02136,STU-02136,2023,First_Term_Sep_Dec,1,2,0,25.6,51.0,LOW
GRD-02137,STU-02137,2024,Second_Term_Jan_Apr,38,2,0,26.8,70.4,MEDIUM
GRD-02138,STU-02138,2024,Second_Term_Jan_Apr,19,0,0,25.4,0.1,LOW
GRD-02139,STU-02139,2024,Third_Term_May_Jul,24,0,0,99.1,4.3,LOW
GRD-02140,STU-02140,2025,Third_Term_May_Jul,15,0,0,31.0,0.5,LOW
GRD-02141,STU-02141,2024,First_Term_Sep_Dec,90,2,0,5.4,,HIGH
GRD-02142,STU-02142,2025,Second_Term_Jan_Apr,42,1,0,79.0,6.5,LOW
GRD-02143,STU-02143,2023,Third_Term_May_Jul,90,3,0,6.3,,HIGH
GRD-02144,STU-02144,2024,Second_Term_Jan_Apr,45,0,0,24.0,67.1,LOW
GRD-02145,STU-02145,2023,First_Term_Sep_Dec,94,4,0,2.9,,HIGH
GRD-02146,STU-02146,2024,Second_Term_Jan_Apr,49,0,0,85.3,6.2,LOW
GRD-02147,STU-02147,2024,Third_Term_May_Jul,45,2,0,27.5,55.0,MEDIUM
GRD-02148,STU-02148,2025,Second_Term_Jan_Apr,37,0,0,82.8,7.3,LOW
GRD-02149,STU-02149,2025,First_Term_Sep_Dec,19,0,0,92.2,3.2,LOW
GRD-02150,STU-02150,2023,First_Term_Sep_Dec,23,0,0,87.3,2.2,LOW
GRD-02151,STU-02151,2025,Third_Term_May_Jul,70,2,0,27.4,75.0,MEDIUM
GRD-02152,STU-02152,2023,Third_Term_May_Jul,23,0,0,35.4,0.7,LOW
GRD-02153,STU-02153,2024,Second_Term_Jan_Apr,33,1,0,75.3,5.8,LOW
GRD-02154,STU-02154,2024,Third_Term_May_Jul,164,2,0,5.6,,HIGH
GRD-02155,STU-02155,2023,Third_Term_May_Jul,0,0,1,96.4,6.3,LOW
GRD-02156,STU-02156,2023,Third_Term_May_Jul,34,1,0,96.7,5.8,LOW
GRD-02157,STU-02157,2024,First_Term_Sep_Dec,21,0,0,32.0,0.6,LOW
GRD-02158,STU-02158,2023,First_Term_Sep_Dec,90,4,0,0.0,,HIGH
GRD-02159,STU-02159,2025,First_Term_Sep_Dec,18,1,0,100.0,4.3,LOW
GRD-02160,STU-02160,2023,First_Term_Sep_Dec,17,0,0,20.7,,MEDIUM
GRD-02161,STU-02161,2024,Third_Term_May_Jul,27,2,0,31.7,71.9,LOW
GRD-02162,STU-02162,2025,First_Term_Sep_Dec,90,4,0,6.3,,HIGH
GRD-02163,STU-02163,2023,Second_Term_Jan_Apr,113,3,0,0.4,,HIGH
GRD-02164,STU-02164,2023,First_Term_Sep_Dec,123,2,0,13.2,,HIGH
GRD-02165,STU-02165,2023,Third_Term_May_Jul,0,1,1,100.0,4.1,LOW
GRD-02166,STU-02166,2023,First_Term_Sep_Dec,24,0,0,86.9,4.1,LOW
GRD-02167,STU-02167,2024,First_Term_Sep_Dec,117,3,0,4.4,,HIGH
GRD-02168,STU-02168,2024,Second_Term_Jan_Apr,25,0,0,78.7,5.6,LOW
GRD-02169,STU-02169,2024,Third_Term_May_Jul,131,7,0,3.8,,HIGH
GRD-02170,STU-02170,2024,Second_Term_Jan_Apr,24,0,0,27.9,,MEDIUM
GRD-02171,STU-02171,2023,Second_Term_Jan_Apr,5,2,0,22.8,77.2,LOW
GRD-02172,STU-02172,2025,Second_Term_Jan_Apr,40,1,0,82.3,2.0,LOW
GRD-02173,STU-02173,2025,Third_Term_May_Jul,113,4,0,3.7,,HIGH
GRD-02174,STU-02174,2024,Second_Term_Jan_Apr,0,2,1,21.3,84.5,LOW
GRD-02175,STU-02175,2023,First_Term_Sep_Dec,11,0,0,34.2,81.8,LOW
GRD-02176,STU-02176,2025,First_Term_Sep_Dec,2,0,0,22.0,71.9,LOW
GRD-02177,STU-02177,2023,Second_Term_Jan_Apr,32,1,0,82.8,5.0,LOW
GRD-02178,STU-02178,2024,First_Term_Sep_Dec,90,2,0,5.7,,HIGH
GRD-02179,STU-02179,2023,First_Term_Sep_Dec,0,0,1,18.8,44.0,LOW
GRD-02180,STU-02180,2024,Second_Term_Jan_Apr,22,0,0,28.6,,MEDIUM
GRD-02181,STU-02181,2024,First_Term_Sep_Dec,14,0,0,34.2,0.7,LOW
GRD-02182,STU-02182,2024,Third_Term_May_Jul,0,1,1,20.3,72.4,LOW
GRD-02183,STU-02183,2024,Third_Term_May_Jul,14,0,0,33.7,,LOW
GRD-02184,STU-02184,2023,Second_Term_Jan_Apr,124,6,0,3.2,,HIGH
GRD-02185,STU-02185,2023,Third_Term_May_Jul,2,2,0,34.8,76.9,LOW
GRD-02186,STU-02186,2024,First_Term_Sep_Dec,18,0,0,34.1,,MEDIUM
GRD-02187,STU-02187,2023,Third_Term_May_Jul,41,1,0,92.3,4.1,LOW
GRD-02188,STU-02188,2023,Third_Term_May_Jul,113,1,0,3.4,,HIGH
GRD-02189,STU-02189,2023,Third_Term_May_Jul,167,7,0,3.0,,HIGH
GRD-02190,STU-02190,2023,Second_Term_Jan_Apr,145,4,0,1.0,,HIGH
GRD-02191,STU-02191,2024,Third_Term_May_Jul,75,1,0,21.2,87.8,MEDIUM
GRD-02192,STU-02192,2025,Third_Term_May_Jul,22,2,0,29.2,48.1,LOW
GRD-02193,STU-02193,2023,Third_Term_May_Jul,129,6,0,4.5,,HIGH
GRD-02194,STU-02194,2023,First_Term_Sep_Dec,33,1,0,34.3,62.0,MEDIUM
GRD-02195,STU-02195,2023,Third_Term_May_Jul,34,1,0,98.1,4.1,LOW
GRD-02196,STU-02196,2024,Second_Term_Jan_Apr,11,0,0,23.3,84.6,LOW
GRD-02197,STU-02197,2023,Third_Term_May_Jul,27,0,0,100.0,1.3,LOW
GRD-02198,STU-02198,2024,First_Term_Sep_Dec,64,2,0,22.2,61.1,MEDIUM
GRD-02199,STU-02199,2024,First_Term_Sep_Dec,0,2,1,20.4,82.7,LOW
GRD-02200,STU-02200,2023,Third_Term_May_Jul,0,2,0,20.3,72.9,LOW
GRD-02201,STU-02201,2023,Third_Term_May_Jul,18,0,0,29.4,,MEDIUM
GRD-02202,STU-02202,2023,First_Term_Sep_Dec,90,6,0,5.7,,HIGH
GRD-02203,STU-02203,2023,Third_Term_May_Jul,34,0,0,91.4,6.1,LOW
GRD-02204,STU-02204,2024,Second_Term_Jan_Apr,18,0,0,33.4,0.5,LOW
GRD-02205,STU-02205,2023,Third_Term_May_Jul,129,6,0,1.0,,HIGH
GRD-02206,STU-02206,2024,Third_Term_May_Jul,18,0,0,32.9,,MEDIUM
GRD-02207,STU-02207,2023,First_Term_Sep_Dec,21,0,0,29.9,0.2,LOW
GRD-02208,STU-02208,2024,Third_Term_May_Jul,34,1,0,94.3,3.8,LOW
GRD-02209,STU-02209,2025,First_Term_Sep_Dec,93,3,0,9.4,,HIGH
GRD-02210,STU-02210,2025,First_Term_Sep_Dec,7,1,0,90.6,3.9,LOW
GRD-02211,STU-02211,2025,Second_Term_Jan_Apr,15,1,0,24.5,90.0,LOW
GRD-02212,STU-02212,2024,First_Term_Sep_Dec,90,1,0,11.6,,MEDIUM
GRD-02213,STU-02213,2025,First_Term_Sep_Dec,4,1,0,22.1,48.4,LOW
GRD-02214,STU-02214,2024,Third_Term_May_Jul,43,1,0,13.5,92.1,MEDIUM
GRD-02215,STU-02215,2025,First_Term_Sep_Dec,10,0,0,92.4,1.0,LOW
GRD-02216,STU-02216,2023,Second_Term_Jan_Apr,66,2,0,26.9,96.7,MEDIUM
GRD-02217,STU-02217,2025,Second_Term_Jan_Apr,28,2,0,24.7,74.5,LOW
GRD-02218,STU-02218,2023,First_Term_Sep_Dec,14,0,0,31.8,,LOW
GRD-02219,STU-02219,2023,Second_Term_Jan_Apr,144,1,0,2.4,,HIGH
GRD-02220,STU-02220,2025,First_Term_Sep_Dec,20,0,0,87.8,3.7,LOW
GRD-02221,STU-02221,2025,First_Term_Sep_Dec,11,0,0,93.1,4.7,LOW
GRD-02222,STU-02222,2025,First_Term_Sep_Dec,90,4,0,7.3,,HIGH
GRD-02223,STU-02223,2024,First_Term_Sep_Dec,25,2,0,29.1,54.6,LOW
GRD-02224,STU-02224,2023,Third_Term_May_Jul,18,0,0,94.2,4.7,LOW
GRD-02225,STU-02225,2024,Second_Term_Jan_Apr,28,0,0,35.2,,MEDIUM
GRD-02226,STU-02226,2024,Second_Term_Jan_Apr,23,2,0,12.8,70.0,LOW
GRD-02227,STU-02227,2023,Second_Term_Jan_Apr,93,1,0,25.8,80.2,MEDIUM
GRD-02228,STU-02228,2025,First_Term_Sep_Dec,9,0,0,28.5,50.7,LOW
GRD-02229,STU-02229,2025,Third_Term_May_Jul,27,1,0,90.4,3.6,LOW
GRD-02230,STU-02230,2023,First_Term_Sep_Dec,9,1,0,29.9,73.8,LOW
GRD-02231,STU-02231,2025,First_Term_Sep_Dec,104,4,0,11.7,,HIGH
GRD-02232,STU-02232,2024,First_Term_Sep_Dec,5,1,0,27.6,66.1,LOW
GRD-02233,STU-02233,2025,Third_Term_May_Jul,32,0,0,91.0,4.0,LOW
GRD-02234,STU-02234,2023,First_Term_Sep_Dec,10,0,0,29.1,,LOW
GRD-02235,STU-02235,2025,Third_Term_May_Jul,0,2,1,17.0,44.1,LOW
GRD-02236,STU-02236,2024,Second_Term_Jan_Apr,0,1,1,82.0,3.7,LOW
GRD-02237,STU-02237,2024,First_Term_Sep_Dec,90,4,0,9.7,,HIGH
GRD-02238,STU-02238,2023,First_Term_Sep_Dec,23,1,0,93.9,1.8,LOW
GRD-02239,STU-02239,2024,Second_Term_Jan_Apr,45,1,0,78.4,6.4,LOW
GRD-02240,STU-02240,2023,Second_Term_Jan_Apr,154,7,0,3.5,,HIGH
GRD-02241,STU-02241,2023,First_Term_Sep_Dec,19,2,0,90.5,4.2,LOW
GRD-02242,STU-02242,2025,Third_Term_May_Jul,22,0,0,28.0,,MEDIUM
GRD-02243,STU-02243,2023,Second_Term_Jan_Apr,15,0,0,29.5,0.7,LOW
GRD-02244,STU-02244,2025,Third_Term_May_Jul,142,5,0,2.4,,HIGH
GRD-02245,STU-02245,2024,Third_Term_May_Jul,144,3,0,1.9,,HIGH
GRD-02246,STU-02246,2024,Second_Term_Jan_Apr,15,0,0,30.2,,MEDIUM
GRD-02247,STU-02247,2024,Third_Term_May_Jul,71,2,0,19.1,62.6,MEDIUM
GRD-02248,STU-02248,2025,Third_Term_May_Jul,21,0,0,96.9,3.9,LOW
GRD-02249,STU-02249,2023,First_Term_Sep_Dec,33,2,0,29.8,43.5,MEDIUM
GRD-02250,STU-02250,2024,Second_Term_Jan_Apr,39,0,0,82.3,1.5,LOW
GRD-02251,STU-02251,2025,Third_Term_May_Jul,21,0,0,96.4,3.7,LOW
GRD-02252,STU-02252,2023,Second_Term_Jan_Apr,21,0,0,24.5,,MEDIUM
GRD-02253,STU-02253,2023,Third_Term_May_Jul,15,2,0,27.3,66.5,LOW
GRD-02254,STU-02254,2025,Second_Term_Jan_Apr,32,3,0,19.2,79.1,MEDIUM
GRD-02255,STU-02255,2023,Second_Term_Jan_Apr,5,2,0,21.1,50.8,LOW
GRD-02256,STU-02256,2025,Third_Term_May_Jul,155,6,0,5.4,,HIGH
GRD-02257,STU-02257,2023,First_Term_Sep_Dec,90,5,0,2.2,,HIGH
GRD-02258,STU-02258,2025,First_Term_Sep_Dec,90,2,0,0.0,,HIGH
GRD-02259,STU-02259,2025,Second_Term_Jan_Apr,14,0,0,25.0,,LOW
GRD-02260,STU-02260,2025,Second_Term_Jan_Apr,49,1,0,29.6,67.2,MEDIUM
GRD-02261,STU-02261,2023,Third_Term_May_Jul,17,1,0,13.5,80.3,LOW
GRD-02262,STU-02262,2024,Third_Term_May_Jul,32,0,0,94.7,4.8,LOW
GRD-02263,STU-02263,2023,Third_Term_May_Jul,30,0,0,87.2,3.8,LOW
GRD-02264,STU-02264,2024,Third_Term_May_Jul,18,0,0,25.0,,MEDIUM
GRD-02265,STU-02265,2025,Third_Term_May_Jul,28,0,0,95.4,2.8,LOW
GRD-02266,STU-02266,2023,Second_Term_Jan_Apr,16,0,0,30.3,0.6,LOW
GRD-02267,STU-02267,2025,First_Term_Sep_Dec,20,0,0,28.1,0.6,LOW
GRD-02268,STU-02268,2024,Third_Term_May_Jul,205,5,0,2.3,,HIGH
GRD-02269,STU-02269,2025,Second_Term_Jan_Apr,41,0,0,82.2,1.8,LOW
GRD-02270,STU-02270,2025,Third_Term_May_Jul,106,6,0,0.8,,HIGH
GRD-02271,STU-02271,2024,Second_Term_Jan_Apr,32,0,0,86.3,6.2,LOW
GRD-02272,STU-02272,2023,Second_Term_Jan_Apr,43,0,0,82.6,4.9,LOW
GRD-02273,STU-02273,2024,First_Term_Sep_Dec,12,0,0,22.4,,LOW
GRD-02274,STU-02274,2025,Third_Term_May_Jul,22,0,0,31.8,,MEDIUM
GRD-02275,STU-02275,2024,First_Term_Sep_Dec,14,0,0,29.4,,LOW
GRD-02276,STU-02276,2023,Second_Term_Jan_Apr,20,0,0,31.5,0.6,LOW
GRD-02277,STU-02277,2023,First_Term_Sep_Dec,12,0,0,93.7,0.9,LOW
GRD-02278,STU-02278,2023,First_Term_Sep_Dec,15,0,0,29.1,0.4,LOW
GRD-02279,STU-02279,2025,Third_Term_May_Jul,23,1,0,100.0,3.4,LOW
GRD-02280,STU-02280,2024,Third_Term_May_Jul,164,7,0,2.5,,HIGH
GRD-02281,STU-02281,2024,First_Term_Sep_Dec,11,0,0,30.1,,LOW
GRD-02282,STU-02282,2024,Third_Term_May_Jul,132,4,0,6.5,,HIGH
GRD-02283,STU-02283,2025,Third_Term_May_Jul,28,0,0,94.5,4.2,LOW
GRD-02284,STU-02284,2025,First_Term_Sep_Dec,9,0,0,97.2,2.7,LOW
GRD-02285,STU-02285,2025,First_Term_Sep_Dec,0,2,1,28.3,45.4,LOW
GRD-02286,STU-02286,2024,Second_Term_Jan_Apr,90,1,0,0.6,,HIGH
GRD-02287,STU-02287,2023,Third_Term_May_Jul,155,2,0,2.9,,HIGH
GRD-02288,STU-02288,2024,Third_Term_May_Jul,90,4,0,3.7,,HIGH
GRD-02289,STU-02289,2024,Second_Term_Jan_Apr,17,0,0,38.9,0.4,LOW
GRD-02290,STU-02290,2024,First_Term_Sep_Dec,16,0,0,29.8,,MEDIUM
GRD-02291,STU-02291,2024,First_Term_Sep_Dec,52,0,0,25.5,67.3,LOW
GRD-02292,STU-02292,2024,Third_Term_May_Jul,11,0,0,35.0,0.5,LOW
GRD-02293,STU-02293,2025,Third_Term_May_Jul,0,0,1,99.3,3.8,LOW
GRD-02294,STU-02294,2025,First_Term_Sep_Dec,0,2,1,34.9,68.4,LOW
GRD-02295,STU-02295,2023,Second_Term_Jan_Apr,34,2,0,34.1,56.3,MEDIUM
GRD-02296,STU-02296,2024,Third_Term_May_Jul,17,2,0,30.1,57.5,LOW
GRD-02297,STU-02297,2025,Third_Term_May_Jul,22,0,0,92.2,2.3,LOW
GRD-02298,STU-02298,2023,Third_Term_May_Jul,0,1,1,29.8,76.8,LOW
GRD-02299,STU-02299,2024,First_Term_Sep_Dec,26,0,0,90.8,2.8,LOW
GRD-02300,STU-02300,2025,First_Term_Sep_Dec,90,6,0,12.9,,HIGH
GRD-02301,STU-02301,2023,First_Term_Sep_Dec,90,1,0,7.7,,HIGH
GRD-02302,STU-02302,2024,First_Term_Sep_Dec,0,1,1,27.1,64.0,LOW
GRD-02303,STU-02303,2023,First_Term_Sep_Dec,21,1,0,96.4,3.5,LOW
GRD-02304,STU-02304,2024,Second_Term_Jan_Apr,105,3,0,4.7,,HIGH
GRD-02305,STU-02305,2024,First_Term_Sep_Dec,68,1,0,34.0,33.0,MEDIUM
GRD-02306,STU-02306,2023,Third_Term_May_Jul,131,4,0,1.4,,HIGH
GRD-02307,STU-02307,2023,First_Term_Sep_Dec,55,1,0,40.5,65.5,LOW
GRD-02308,STU-02308,2024,First_Term_Sep_Dec,90,2,0,5.0,,HIGH
GRD-02309,STU-02309,2024,First_Term_Sep_Dec,90,4,0,11.7,,HIGH
GRD-02310,STU-02310,2025,First_Term_Sep_Dec,22,0,0,87.5,4.9,LOW
GRD-02311,STU-02311,2024,Third_Term_May_Jul,24,1,0,89.6,2.0,LOW
GRD-02312,STU-02312,2023,Third_Term_May_Jul,133,6,0,3.9,,HIGH
GRD-02313,STU-02313,2024,Second_Term_Jan_Apr,33,0,0,27.5,70.5,LOW
GRD-02314,STU-02314,2025,Second_Term_Jan_Apr,49,0,0,86.9,3.9,LOW
GRD-02315,STU-02315,2025,First_Term_Sep_Dec,12,0,0,97.8,1.5,LOW
GRD-02316,STU-02316,2025,Second_Term_Jan_Apr,208,4,0,2.3,,HIGH
GRD-02317,STU-02317,2023,Second_Term_Jan_Apr,28,0,0,86.5,7.5,LOW
GRD-02318,STU-02318,2025,Third_Term_May_Jul,6,1,0,21.3,77.1,LOW
GRD-02319,STU-02319,2025,First_Term_Sep_Dec,17,0,0,85.3,3.5,LOW
GRD-02320,STU-02320,2024,First_Term_Sep_Dec,0,1,1,27.7,61.9,LOW
GRD-02321,STU-02321,2023,First_Term_Sep_Dec,19,0,0,31.5,,MEDIUM
GRD-02322,STU-02322,2024,Third_Term_May_Jul,28,0,0,99.0,4.0,LOW
GRD-02323,STU-02323,2025,First_Term_Sep_Dec,14,0,0,92.4,2.5,LOW
GRD-02324,STU-02324,2023,Third_Term_May_Jul,27,1,0,28.7,81.4,LOW
GRD-02325,STU-02325,2024,Third_Term_May_Jul,31,2,0,18.8,79.0,MEDIUM
GRD-02326,STU-02326,2023,First_Term_Sep_Dec,28,0,0,40.0,,LOW
GRD-02327,STU-02327,2025,First_Term_Sep_Dec,37,1,0,16.6,65.4,MEDIUM
GRD-02328,STU-02328,2024,Third_Term_May_Jul,53,2,0,28.2,86.1,MEDIUM
GRD-02329,STU-02329,2025,Third_Term_May_Jul,42,2,0,34.2,56.5,MEDIUM
GRD-02330,STU-02330,2023,Second_Term_Jan_Apr,8,2,0,18.4,61.6,LOW
GRD-02331,STU-02331,2025,Third_Term_May_Jul,32,0,0,99.9,6.1,LOW
GRD-02332,STU-02332,2025,Third_Term_May_Jul,25,0,0,89.8,4.7,LOW
GRD-02333,STU-02333,2023,First_Term_Sep_Dec,0,2,1,27.5,51.6,LOW
GRD-02334,STU-02334,2025,First_Term_Sep_Dec,15,0,0,89.1,3.3,LOW
GRD-02335,STU-02335,2025,Third_Term_May_Jul,20,0,0,28.6,,MEDIUM
GRD-02336,STU-02336,2024,First_Term_Sep_Dec,12,2,0,36.2,68.1,LOW
GRD-02337,STU-02337,2024,Third_Term_May_Jul,47,0,0,14.8,59.8,LOW
GRD-02338,STU-02338,2025,Third_Term_May_Jul,21,1,0,100.0,4.9,LOW
GRD-02339,STU-02339,2024,Second_Term_Jan_Apr,90,5,0,0.0,,HIGH
GRD-02340,STU-02340,2025,Third_Term_May_Jul,17,0,0,36.1,0.6,LOW
GRD-02341,STU-02341,2025,Third_Term_May_Jul,22,0,0,20.0,,MEDIUM
GRD-02342,STU-02342,2023,Third_Term_May_Jul,173,2,0,4.6,,HIGH
GRD-02343,STU-02343,2025,Third_Term_May_Jul,36,0,0,96.1,3.9,LOW
GRD-02344,STU-02344,2023,First_Term_Sep_Dec,15,1,0,27.0,69.1,LOW
GRD-02345,STU-02345,2025,Third_Term_May_Jul,0,1,1,21.9,90.0,LOW
GRD-02346,STU-02346,2024,First_Term_Sep_Dec,15,1,0,89.0,1.8,LOW
GRD-02347,STU-02347,2025,First_Term_Sep_Dec,24,2,0,28.4,55.6,LOW
GRD-02348,STU-02348,2024,First_Term_Sep_Dec,90,4,0,0.0,,HIGH
GRD-02349,STU-02349,2023,First_Term_Sep_Dec,10,0,0,97.9,4.9,LOW
GRD-02350,STU-02350,2023,Third_Term_May_Jul,28,0,0,96.0,3.6,LOW
GRD-02351,STU-02351,2025,Second_Term_Jan_Apr,123,6,0,1.7,,HIGH
GRD-02352,STU-02352,2023,Second_Term_Jan_Apr,18,0,0,27.9,,MEDIUM
GRD-02353,STU-02353,2024,First_Term_Sep_Dec,99,3,0,5.7,,HIGH
GRD-02354,STU-02354,2023,Third_Term_May_Jul,27,0,0,97.0,4.2,LOW
GRD-02355,STU-02355,2023,First_Term_Sep_Dec,21,0,0,29.3,,MEDIUM
GRD-02356,STU-02356,2024,Third_Term_May_Jul,20,1,0,23.2,61.1,LOW
GRD-02357,STU-02357,2023,Second_Term_Jan_Apr,38,1,0,31.0,60.7,MEDIUM
GRD-02358,STU-02358,2023,Second_Term_Jan_Apr,43,1,0,80.7,2.7,LOW
GRD-02359,STU-02359,2025,Third_Term_May_Jul,71,2,0,28.8,56.8,MEDIUM
GRD-02360,STU-02360,2025,First_Term_Sep_Dec,30,2,0,23.8,44.2,LOW
GRD-02361,STU-02361,2024,Second_Term_Jan_Apr,34,0,0,83.1,7.2,LOW
GRD-02362,STU-02362,2025,Third_Term_May_Jul,13,0,0,30.0,0.7,LOW
GRD-02363,STU-02363,2024,First_Term_Sep_Dec,32,3,0,24.6,50.1,MEDIUM
GRD-02364,STU-02364,2023,Third_Term_May_Jul,134,7,0,8.4,,HIGH
GRD-02365,STU-02365,2025,Third_Term_May_Jul,130,2,0,6.1,,HIGH
GRD-02366,STU-02366,2025,First_Term_Sep_Dec,18,1,0,94.0,2.6,LOW
GRD-02367,STU-02367,2024,Third_Term_May_Jul,128,4,0,6.4,,HIGH
GRD-02368,STU-02368,2025,Second_Term_Jan_Apr,40,0,0,80.8,6.7,LOW
GRD-02369,STU-02369,2023,Third_Term_May_Jul,37,1,0,91.1,2.9,LOW
GRD-02370,STU-02370,2024,Second_Term_Jan_Apr,18,0,0,25.9,0.1,LOW
GRD-02371,STU-02371,2024,First_Term_Sep_Dec,11,0,0,23.1,0.4,LOW
GRD-02372,STU-02372,2025,Third_Term_May_Jul,19,0,0,30.9,,MEDIUM
GRD-02373,STU-02373,2024,First_Term_Sep_Dec,20,0,0,33.8,0.9,LOW
GRD-02374,STU-02374,2025,Second_Term_Jan_Apr,40,0,0,71.4,3.7,LOW
GRD-02375,STU-02375,2025,Second_Term_Jan_Apr,67,1,0,34.2,74.0,MEDIUM
GRD-02376,STU-02376,2024,First_Term_Sep_Dec,19,0,0,89.0,2.7,LOW
GRD-02377,STU-02377,2023,First_Term_Sep_Dec,79,1,0,33.5,39.1,MEDIUM
GRD-02378,STU-02378,2025,Third_Term_May_Jul,22,1,0,22.2,64.0,LOW
GRD-02379,STU-02379,2024,First_Term_Sep_Dec,22,1,0,91.0,3.8,LOW
GRD-02380,STU-02380,2025,Second_Term_Jan_Apr,90,6,0,7.9,,HIGH
GRD-02381,STU-02381,2023,Second_Term_Jan_Apr,17,0,0,26.7,0.6,LOW
GRD-02382,STU-02382,2024,First_Term_Sep_Dec,31,2,0,26.4,66.1,MEDIUM
GRD-02383,STU-02383,2024,First_Term_Sep_Dec,90,2,0,8.2,,HIGH
GRD-02384,STU-02384,2023,Second_Term_Jan_Apr,116,6,0,0.0,,HIGH
GRD-02385,STU-02385,2024,First_Term_Sep_Dec,14,1,0,84.1,2.5,LOW
GRD-02386,STU-02386,2024,First_Term_Sep_Dec,0,1,1,96.0,4.3,LOW
GRD-02387,STU-02387,2023,First_Term_Sep_Dec,90,4,0,2.4,,HIGH
GRD-02388,STU-02388,2024,First_Term_Sep_Dec,22,1,0,88.7,3.4,LOW
GRD-02389,STU-02389,2025,First_Term_Sep_Dec,28,2,0,31.0,80.8,LOW
GRD-02390,STU-02390,2024,Second_Term_Jan_Apr,0,0,0,25.2,64.4,LOW
GRD-02391,STU-02391,2024,First_Term_Sep_Dec,14,0,0,98.2,3.6,LOW
GRD-02392,STU-02392,2023,First_Term_Sep_Dec,10,0,0,88.0,4.2,LOW
GRD-02393,STU-02393,2024,Second_Term_Jan_Apr,90,3,0,1.5,,HIGH
GRD-02394,STU-02394,2023,First_Term_Sep_Dec,121,0,0,2.4,,HIGH
GRD-02395,STU-02395,2023,First_Term_Sep_Dec,16,0,0,81.3,2.7,LOW
GRD-02396,STU-02396,2025,Third_Term_May_Jul,129,4,0,0.1,,HIGH
GRD-02397,STU-02397,2024,Second_Term_Jan_Apr,31,1,0,75.5,7.2,LOW
GRD-02398,STU-02398,2024,Third_Term_May_Jul,188,4,0,7.7,,HIGH
GRD-02399,STU-02399,2024,First_Term_Sep_Dec,51,0,0,28.6,42.6,LOW
GRD-02400,STU-02400,2024,First_Term_Sep_Dec,16,0,0,94.0,1.8,LOW
GRD-02401,STU-02401,2024,Second_Term_Jan_Apr,56,0,0,82.9,6.9,LOW
GRD-02402,STU-02402,2023,Third_Term_May_Jul,23,0,0,91.7,2.7,LOW
GRD-02403,STU-02403,2023,Third_Term_May_Jul,17,3,0,31.4,67.3,MEDIUM
GRD-02404,STU-02404,2024,Second_Term_Jan_Apr,32,0,0,77.9,5.9,LOW
GRD-02405,STU-02405,2024,Third_Term_May_Jul,62,0,0,34.3,69.3,MEDIUM
GRD-02406,STU-02406,2024,First_Term_Sep_Dec,90,1,0,7.0,,HIGH
GRD-02407,STU-02407,2024,First_Term_Sep_Dec,14,0,0,32.3,0.7,LOW
GRD-02408,STU-02408,2023,Second_Term_Jan_Apr,53,0,0,91.3,4.9,LOW
GRD-02409,STU-02409,2023,Second_Term_Jan_Apr,47,1,0,77.9,1.8,LOW
GRD-02410,STU-02410,2025,First_Term_Sep_Dec,21,0,0,22.6,,MEDIUM
GRD-02411,STU-02411,2024,Second_Term_Jan_Apr,8,0,0,26.1,,LOW
GRD-02412,STU-02412,2023,Second_Term_Jan_Apr,40,0,0,83.3,3.7,LOW
GRD-02413,STU-02413,2025,Second_Term_Jan_Apr,10,2,0,30.2,102.7,LOW
GRD-02414,STU-02414,2024,Second_Term_Jan_Apr,36,0,0,79.1,5.6,LOW
GRD-02415,STU-02415,2024,Third_Term_May_Jul,129,4,0,5.5,,HIGH
GRD-02416,STU-02416,2024,Second_Term_Jan_Apr,69,2,0,29.9,82.2,MEDIUM
GRD-02417,STU-02417,2024,Second_Term_Jan_Apr,123,5,0,2.1,,HIGH
GRD-02418,STU-02418,2024,Third_Term_May_Jul,27,0,0,91.7,1.1,LOW
GRD-02419,STU-02419,2024,Third_Term_May_Jul,16,0,0,23.5,0.5,LOW
GRD-02420,STU-02420,2024,Third_Term_May_Jul,34,3,0,20.6,40.3,MEDIUM
GRD-02421,STU-02421,2023,Third_Term_May_Jul,11,0,0,40.0,0.6,LOW
GRD-02422,STU-02422,2024,Third_Term_May_Jul,18,0,0,33.7,,MEDIUM
GRD-02423,STU-02423,2024,Second_Term_Jan_Apr,169,4,0,3.7,,HIGH
GRD-02424,STU-02424,2023,First_Term_Sep_Dec,0,2,0,30.6,65.0,LOW
GRD-02425,STU-02425,2025,Second_Term_Jan_Apr,100,5,0,3.3,,HIGH
GRD-02426,STU-02426,2024,Second_Term_Jan_Apr,29,1,0,71.1,4.5,LOW
