student_id,tenant_id,school_type,academic_year,term,fee_payment_days_late,paid_before_resumption,attendance_rate,consecutive_absences,score_avg,subject_failure_count,dropout_risk_label
STU-02617,1,elite_private,2024,Term3_Apr_Jul,7.9,0,74.2,3,85,0,LOW
STU-02618,2,low_cost_private,2025,Term1_Sep_Dec,26.0,0,77.7,0,25,3,MEDIUM
STU-02619,3,public_state,2023,Term1_Sep_Dec,12.6,0,66.2,1,59.6,3,MEDIUM
STU-02620,3,public_state,2023,Term1_Sep_Dec,19.9,0,54.7,3,29.4,4,HIGH
STU-02621,1,elite_private,2024,Term3_Apr_Jul,0.9,0,97.1,2,85.9,0,LOW
STU-02622,2,low_cost_private,2024,Term2_Jan_Apr,13.6,0,85.9,0,75.5,0,LOW
STU-02623,2,low_cost_private,2024,Term3_Apr_Jul,15.2,0,86.3,1,73.4,0,LOW
STU-02624,2,low_cost_private,2025,Term1_Sep_Dec,27.9,0,24.7,15,28.0,4,HIGH
STU-02625,1,elite_private,2023,Term2_Jan_Apr,8.4,0,61.5,5,79.1,0,LOW
STU-02626,2,low_cost_private,2023,Term1_Sep_Dec,61.0,0,43.9,7,40.8,2,HIGH
STU-02627,1,elite_private,2023,Term1_Sep_Dec,0,1,99.2,1,83.3,0,LOW
STU-02628,3,public_state,2023,Term1_Sep_Dec,22.1,0,50.7,7,20.8,5,HIGH
STU-02629,2,low_cost_private,2025,Term3_Apr_Jul,58.4,0,56.2,10,36.3,5,HIGH
STU-02630,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,91.1,0,LOW
STU-02631,2,low_cost_private,2024,Term2_Jan_Apr,79.9,0,65.6,1,34.8,3,HIGH
STU-02632,2,low_cost_private,2023,Term1_Sep_Dec,18.3,0,93.6,0,85.8,0,LOW
STU-02633,2,low_cost_private,2023,Term2_Jan_Apr,39.3,0,49.7,12,22.0,5,HIGH
STU-02634,2,low_cost_private,2023,Term2_Jan_Apr,19.8,0,92.2,1,79.7,0,LOW
STU-02635,2,low_cost_private,2024,Term1_Sep_Dec,42.7,0,41.2,9,32.1,4,HIGH
STU-02636,1,elite_private,2024,Term1_Sep_Dec,0,1,84.7,1,61.6,0,LOW
STU-02637,3,public_state,2023,Term3_Apr_Jul,29.9,0,36.9,1,20,4,HIGH
STU-02638,1,elite_private,2025,Term1_Sep_Dec,0,1,98.8,1,96.9,0,LOW
STU-02639,1,elite_private,2025,Term2_Jan_Apr,12.3,0,88.1,2,76.1,0,LOW
STU-02640,3,public_state,2025,Term1_Sep_Dec,20.9,0,61.8,0,38.5,4,MEDIUM
STU-02641,2,low_cost_private,2023,Term1_Sep_Dec,23.3,0,58.4,1,24.8,3,MEDIUM
STU-02642,2,low_cost_private,2023,Term3_Apr_Jul,68.4,0,59.4,13,40.3,2,HIGH
STU-02643,1,elite_private,2023,Term2_Jan_Apr,11.8,0,68.5,6,85,0,LOW
STU-02644,3,public_state,2025,Term3_Apr_Jul,46.1,0,52.9,5,27.9,6,HIGH
STU-02645,1,elite_private,2023,Term1_Sep_Dec,0.3,0,99.2,1,95.0,0,LOW
STU-02646,3,public_state,2024,Term3_Apr_Jul,17.2,0,46.5,1,50.2,1,MEDIUM
STU-02647,2,low_cost_private,2025,Term1_Sep_Dec,73.5,0,54.8,6,35.5,5,HIGH
STU-02648,2,low_cost_private,2023,Term2_Jan_Apr,14.7,0,85.6,0,77.7,0,LOW
STU-02649,1,elite_private,2023,Term1_Sep_Dec,0,1,100,0,90.7,0,LOW
STU-02650,1,elite_private,2024,Term3_Apr_Jul,0,1,98.4,2,94.7,0,LOW
STU-02651,2,low_cost_private,2025,Term3_Apr_Jul,33.6,0,48.4,12,30.6,2,HIGH
STU-02652,2,low_cost_private,2024,Term2_Jan_Apr,70.9,0,43.8,9,54.2,2,HIGH
STU-02653,1,elite_private,2024,Term3_Apr_Jul,0.2,0,75.2,0,85,0,LOW
STU-02654,1,elite_private,2024,Term2_Jan_Apr,0.3,0,98.1,2,87.1,0,LOW
STU-02655,3,public_state,2024,Term2_Jan_Apr,32.4,0,54.1,3,42.0,2,MEDIUM
STU-02656,2,low_cost_private,2025,Term1_Sep_Dec,90.7,0,50.9,13,45.2,3,HIGH
STU-02657,2,low_cost_private,2024,Term2_Jan_Apr,55.1,0,63.6,4,35.2,2,HIGH
STU-02658,1,elite_private,2025,Term1_Sep_Dec,6.3,0,78.4,0,57.0,1,LOW
STU-02659,3,public_state,2024,Term1_Sep_Dec,17.2,0,55.2,9,40.6,3,HIGH
STU-02660,2,low_cost_private,2025,Term1_Sep_Dec,28.8,0,70.0,1,66.6,1,LOW
STU-02661,1,elite_private,2024,Term1_Sep_Dec,13.7,0,54.0,1,50.7,2,MEDIUM
STU-02662,3,public_state,2025,Term3_Apr_Jul,60,0,48.8,5,20,5,HIGH
STU-02663,2,low_cost_private,2025,Term3_Apr_Jul,47.5,0,31.3,9,51.5,2,HIGH
STU-02664,3,public_state,2024,Term1_Sep_Dec,16.8,0,74.3,3,44.4,4,MEDIUM
STU-02665,3,public_state,2024,Term3_Apr_Jul,5.4,0,45.4,4,20,3,HIGH
STU-02666,1,elite_private,2023,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-02667,3,public_state,2023,Term2_Jan_Apr,16.4,0,58.6,1,25.1,4,MEDIUM
STU-02668,2,low_cost_private,2025,Term1_Sep_Dec,18.6,0,62.5,0,58.4,2,MEDIUM
STU-02669,2,low_cost_private,2025,Term3_Apr_Jul,62.1,0,77.0,4,29.8,5,HIGH
STU-02670,3,public_state,2024,Term2_Jan_Apr,15.3,0,53.5,4,60.9,0,MEDIUM
STU-02671,1,elite_private,2023,Term1_Sep_Dec,0,1,100,0,91.5,0,LOW
STU-02672,2,low_cost_private,2023,Term2_Jan_Apr,22.6,0,62.7,2,62.1,0,MEDIUM
STU-02673,3,public_state,2023,Term1_Sep_Dec,16.0,0,53.4,15,31.9,2,HIGH
STU-02674,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02675,2,low_cost_private,2023,Term2_Jan_Apr,68.2,0,47.8,7,34.4,5,HIGH
STU-02676,1,elite_private,2025,Term2_Jan_Apr,1.9,0,76.5,1,56.6,2,LOW
STU-02677,1,elite_private,2024,Term3_Apr_Jul,0,1,99.2,1,87.9,0,LOW
STU-02678,1,elite_private,2024,Term3_Apr_Jul,3.3,0,79.7,2,61.9,0,LOW
STU-02679,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,100,0,LOW
STU-02680,3,public_state,2023,Term3_Apr_Jul,0,1,38.4,3,26.6,2,MEDIUM
STU-02681,2,low_cost_private,2023,Term3_Apr_Jul,25.8,0,15,12,20,4,HIGH
STU-02682,1,elite_private,2024,Term2_Jan_Apr,0,1,99.2,1,81.3,0,LOW
STU-02683,2,low_cost_private,2025,Term3_Apr_Jul,43.0,0,24.1,13,51.4,3,HIGH
STU-02684,2,low_cost_private,2025,Term3_Apr_Jul,74.3,0,60.3,5,51.6,2,HIGH
STU-02685,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,1,89.0,0,LOW
STU-02686,3,public_state,2025,Term3_Apr_Jul,19.6,0,28.7,2,37.8,4,HIGH
STU-02687,2,low_cost_private,2023,Term3_Apr_Jul,32.3,0,52.7,4,55.8,0,MEDIUM
STU-02688,2,low_cost_private,2023,Term2_Jan_Apr,24.3,0,35.6,15,26.9,2,HIGH
STU-02689,2,low_cost_private,2023,Term3_Apr_Jul,63.3,0,41.8,5,42.1,3,HIGH
STU-02690,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,98.0,0,LOW
STU-02691,1,elite_private,2023,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-02692,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02693,2,low_cost_private,2023,Term2_Jan_Apr,61.0,0,51.8,4,37.5,4,HIGH
STU-02694,3,public_state,2023,Term2_Jan_Apr,18.1,0,72.0,1,55.5,2,MEDIUM
STU-02695,2,low_cost_private,2025,Term1_Sep_Dec,63.3,0,65.7,2,49.3,1,MEDIUM
STU-02696,2,low_cost_private,2024,Term3_Apr_Jul,25.7,0,54.7,0,33.8,5,MEDIUM
STU-02697,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-02698,2,low_cost_private,2023,Term1_Sep_Dec,18.4,0,88.5,1,71.2,0,LOW
STU-02699,2,low_cost_private,2025,Term1_Sep_Dec,36.3,0,41.1,12,30.6,3,HIGH
STU-02700,3,public_state,2023,Term1_Sep_Dec,18.0,0,63.4,5,49.4,0,MEDIUM
STU-02701,2,low_cost_private,2023,Term3_Apr_Jul,39.7,0,43.0,11,34.7,3,HIGH
STU-02702,3,public_state,2025,Term3_Apr_Jul,52.9,0,48.0,6,36.0,4,HIGH
STU-02703,2,low_cost_private,2023,Term1_Sep_Dec,17.6,0,85.7,1,75.3,0,LOW
STU-02704,2,low_cost_private,2025,Term1_Sep_Dec,35.5,0,57.6,7,22.8,2,HIGH
STU-02705,1,elite_private,2023,Term1_Sep_Dec,0,1,99.3,0,85.4,0,LOW
STU-02706,3,public_state,2023,Term3_Apr_Jul,7.4,0,33.8,10,20,3,HIGH
STU-02707,1,elite_private,2025,Term3_Apr_Jul,0,1,96.8,4,93.1,0,LOW
STU-02708,2,low_cost_private,2025,Term1_Sep_Dec,37.9,0,45.1,13,23.7,4,HIGH
STU-02709,1,elite_private,2025,Term1_Sep_Dec,0,1,63.0,2,61.6,0,LOW
STU-02710,2,low_cost_private,2024,Term2_Jan_Apr,29.6,0,32.1,9,20.0,3,HIGH
STU-02711,2,low_cost_private,2025,Term1_Sep_Dec,22.6,0,44.3,7,38.9,4,HIGH
STU-02712,2,low_cost_private,2024,Term2_Jan_Apr,66.3,0,58.8,9,38.4,3,HIGH
STU-02713,3,public_state,2024,Term3_Apr_Jul,18.1,0,49.2,0,43.8,2,MEDIUM
STU-02714,2,low_cost_private,2024,Term1_Sep_Dec,11.2,0,42.2,9,48.2,2,MEDIUM
STU-02715,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,89.5,0,LOW
STU-02716,2,low_cost_private,2025,Term2_Jan_Apr,10.9,0,38.9,0,41.4,2,MEDIUM
STU-02717,1,elite_private,2024,Term2_Jan_Apr,0,1,98.7,1,87.8,0,LOW
STU-02718,2,low_cost_private,2023,Term1_Sep_Dec,16.4,0,86.8,0,75.2,0,LOW
STU-02719,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,100,0,LOW
STU-02720,1,elite_private,2023,Term3_Apr_Jul,0,1,97.6,3,92.9,0,LOW
STU-02721,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,95.2,0,LOW
STU-02722,1,elite_private,2023,Term1_Sep_Dec,0,1,98.4,2,97.1,0,LOW
STU-02723,3,public_state,2024,Term2_Jan_Apr,13.1,0,48.7,3,41.6,3,MEDIUM
STU-02724,2,low_cost_private,2025,Term2_Jan_Apr,30.6,0,38.3,11,42.9,5,HIGH
STU-02725,3,public_state,2024,Term2_Jan_Apr,28.7,0,51.8,0,20,3,MEDIUM
STU-02726,3,public_state,2023,Term2_Jan_Apr,12.7,0,34.0,7,40.0,3,HIGH
STU-02727,1,elite_private,2023,Term1_Sep_Dec,3.3,0,99.2,1,90.3,0,LOW
STU-02728,3,public_state,2024,Term1_Sep_Dec,8.0,0,43.3,4,20,5,HIGH
STU-02729,3,public_state,2025,Term1_Sep_Dec,14.2,0,51.4,2,48.3,1,MEDIUM
STU-02730,1,elite_private,2025,Term1_Sep_Dec,3.0,0,65.7,1,65.0,0,LOW
STU-02731,1,elite_private,2023,Term2_Jan_Apr,4.0,0,66.4,1,83.0,1,LOW
STU-02732,1,elite_private,2023,Term1_Sep_Dec,0,1,99.2,1,89.8,0,LOW
STU-02733,1,elite_private,2024,Term3_Apr_Jul,0,1,98.4,2,96.3,0,LOW
STU-02734,3,public_state,2023,Term3_Apr_Jul,27.7,0,62.7,12,20,5,HIGH
STU-02735,2,low_cost_private,2023,Term2_Jan_Apr,54.7,0,65.4,13,40.0,2,MEDIUM
STU-02736,3,public_state,2024,Term2_Jan_Apr,9.2,0,76.4,10,28.2,4,MEDIUM
STU-02737,1,elite_private,2023,Term1_Sep_Dec,2.7,0,72.6,0,51.1,2,LOW
STU-02738,2,low_cost_private,2024,Term1_Sep_Dec,34.9,0,52.0,9,28.6,6,HIGH
STU-02739,2,low_cost_private,2025,Term3_Apr_Jul,65.9,0,41.8,13,28.8,4,HIGH
STU-02740,2,low_cost_private,2024,Term3_Apr_Jul,19.9,0,86.5,0,58.6,0,LOW
STU-02741,2,low_cost_private,2023,Term3_Apr_Jul,103.0,0,35.8,12,31.6,5,HIGH
STU-02742,2,low_cost_private,2024,Term2_Jan_Apr,21.9,0,88.6,0,74.1,0,LOW
STU-02743,3,public_state,2024,Term1_Sep_Dec,5,0,62.9,0,41.4,3,MEDIUM
STU-02744,2,low_cost_private,2023,Term3_Apr_Jul,46.9,0,46.4,8,32.4,5,HIGH
STU-02745,3,public_state,2025,Term1_Sep_Dec,18.3,0,65.5,0,52.6,2,MEDIUM
STU-02746,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,91.0,0,LOW
STU-02747,2,low_cost_private,2025,Term2_Jan_Apr,37.0,0,72.0,0,32.1,2,MEDIUM
STU-02748,2,low_cost_private,2024,Term3_Apr_Jul,17.8,0,83.7,0,77.1,0,LOW
STU-02749,2,low_cost_private,2024,Term2_Jan_Apr,12.5,0,58.8,8,52.7,3,MEDIUM
STU-02750,2,low_cost_private,2024,Term1_Sep_Dec,19.6,0,42.3,7,67.9,0,MEDIUM
STU-02751,3,public_state,2023,Term3_Apr_Jul,8.4,0,83.4,0,69.8,0,LOW
STU-02752,3,public_state,2025,Term2_Jan_Apr,60,0,56.6,10,44.0,3,HIGH
STU-02753,1,elite_private,2025,Term1_Sep_Dec,8.1,0,69.8,1,54.0,0,LOW
STU-02754,1,elite_private,2023,Term3_Apr_Jul,0,1,99.0,1,97.2,0,LOW
STU-02755,1,elite_private,2025,Term2_Jan_Apr,0,1,98.1,0,82.0,0,LOW
STU-02756,3,public_state,2024,Term3_Apr_Jul,23.8,0,23.4,6,20,2,HIGH
STU-02757,1,elite_private,2023,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-02758,2,low_cost_private,2024,Term2_Jan_Apr,61.8,0,51.9,4,45.9,2,HIGH
STU-02759,2,low_cost_private,2024,Term3_Apr_Jul,25.1,0,62.4,4,20,5,HIGH
STU-02760,2,low_cost_private,2024,Term3_Apr_Jul,66.8,0,59.7,8,48.0,2,HIGH
STU-02761,2,low_cost_private,2023,Term1_Sep_Dec,18.0,0,86.8,0,72.6,0,LOW
STU-02762,1,elite_private,2024,Term2_Jan_Apr,5.4,0,48.8,6,38.3,2,MEDIUM
STU-02763,2,low_cost_private,2025,Term3_Apr_Jul,90.9,0,44.2,13,23.1,5,HIGH
STU-02764,2,low_cost_private,2023,Term1_Sep_Dec,18.6,0,19.8,14,20,6,HIGH
STU-02765,2,low_cost_private,2024,Term3_Apr_Jul,14.1,0,77.8,12,68.6,0,LOW
STU-02766,2,low_cost_private,2025,Term3_Apr_Jul,88.6,0,37.3,13,31.0,5,HIGH
STU-02767,1,elite_private,2023,Term3_Apr_Jul,0,1,60.5,3,85,1,MEDIUM
STU-02768,3,public_state,2024,Term2_Jan_Apr,24.2,0,66.3,2,25,4,MEDIUM
STU-02769,2,low_cost_private,2025,Term1_Sep_Dec,29.3,0,49.3,0,38.3,3,MEDIUM
STU-02770,2,low_cost_private,2024,Term1_Sep_Dec,50.9,0,71.4,0,43.4,3,MEDIUM
STU-02771,2,low_cost_private,2024,Term3_Apr_Jul,46.5,0,57.6,0,50.6,3,MEDIUM
STU-02772,2,low_cost_private,2025,Term1_Sep_Dec,17.9,0,36.2,6,20,4,HIGH
STU-02773,2,low_cost_private,2025,Term1_Sep_Dec,38.8,0,51.6,4,33.1,4,HIGH
STU-02774,2,low_cost_private,2025,Term1_Sep_Dec,41.3,0,39.7,13,51.9,1,HIGH
STU-02775,2,low_cost_private,2024,Term3_Apr_Jul,21.4,0,53.2,1,34.7,3,MEDIUM
STU-02776,3,public_state,2024,Term1_Sep_Dec,20.3,0,64.0,7,30.1,5,HIGH
STU-02777,1,elite_private,2023,Term3_Apr_Jul,0,1,64.8,4,57.3,1,MEDIUM
STU-02778,3,public_state,2024,Term1_Sep_Dec,25.8,0,48.5,1,36.7,4,HIGH
STU-02779,2,low_cost_private,2024,Term1_Sep_Dec,51.9,0,47.3,0,49.8,2,MEDIUM
STU-02780,2,low_cost_private,2024,Term3_Apr_Jul,31.9,0,53.6,8,35.7,3,HIGH
STU-02781,1,elite_private,2025,Term3_Apr_Jul,0,1,98.7,0,84.9,0,LOW
STU-02782,3,public_state,2023,Term1_Sep_Dec,24.9,0,30.8,9,24.7,3,HIGH
STU-02783,3,public_state,2024,Term2_Jan_Apr,34.8,0,55.2,7,22.3,4,HIGH
STU-02784,2,low_cost_private,2023,Term1_Sep_Dec,15.9,0,49.7,4,33.0,3,HIGH
STU-02785,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,90.7,0,LOW
STU-02786,2,low_cost_private,2025,Term2_Jan_Apr,26.9,0,47.8,13,36.9,4,HIGH
STU-02787,1,elite_private,2025,Term3_Apr_Jul,4.0,0,78.0,1,62.3,0,LOW
STU-02788,1,elite_private,2025,Term1_Sep_Dec,0,1,100,0,85.3,0,LOW
STU-02789,2,low_cost_private,2025,Term3_Apr_Jul,56.6,0,23.7,13,46.3,2,HIGH
STU-02790,3,public_state,2024,Term2_Jan_Apr,15.3,0,64.6,7,40.0,2,MEDIUM
STU-02791,2,low_cost_private,2024,Term3_Apr_Jul,52.1,0,42.7,4,29.1,5,HIGH
STU-02792,2,low_cost_private,2025,Term1_Sep_Dec,18.8,0,39.3,12,20,3,HIGH
STU-02793,2,low_cost_private,2025,Term3_Apr_Jul,32.0,0,48.3,6,32.9,4,HIGH
STU-02794,2,low_cost_private,2023,Term2_Jan_Apr,54.2,0,64.9,0,29.2,4,MEDIUM
STU-02795,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,87.3,0,LOW
STU-02796,3,public_state,2025,Term1_Sep_Dec,32.3,0,55.3,6,27.4,3,HIGH
STU-02797,1,elite_private,2024,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02798,1,elite_private,2023,Term3_Apr_Jul,0,1,69.1,1,66.1,0,LOW
STU-02799,2,low_cost_private,2024,Term2_Jan_Apr,75.7,0,47.5,1,39.8,5,HIGH
STU-02800,2,low_cost_private,2023,Term1_Sep_Dec,56.1,0,45.9,7,47.6,3,HIGH
STU-02801,3,public_state,2023,Term2_Jan_Apr,29.7,0,57.0,4,39.8,3,HIGH
STU-02802,3,public_state,2023,Term3_Apr_Jul,14.8,0,36.5,0,42.1,2,MEDIUM
STU-02803,3,public_state,2024,Term3_Apr_Jul,29.8,0,15.9,7,22.2,3,HIGH
STU-02804,2,low_cost_private,2025,Term1_Sep_Dec,47.5,0,21.4,14,37.0,6,HIGH
STU-02805,3,public_state,2025,Term1_Sep_Dec,6.9,0,92.4,2,70.5,0,LOW
STU-02806,1,elite_private,2023,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02807,3,public_state,2025,Term1_Sep_Dec,19.3,0,62.8,8,39.2,4,HIGH
STU-02808,3,public_state,2023,Term1_Sep_Dec,54.6,0,51.3,2,48.4,1,MEDIUM
STU-02809,2,low_cost_private,2023,Term1_Sep_Dec,16.9,0,88.5,1,74.6,0,LOW
STU-02810,3,public_state,2025,Term3_Apr_Jul,16.6,0,29.1,9,22.1,3,HIGH
STU-02811,3,public_state,2024,Term2_Jan_Apr,9.8,0,61.2,0,66.5,0,LOW
STU-02812,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,85.4,0,LOW
STU-02813,3,public_state,2024,Term1_Sep_Dec,28.6,0,56.4,3,57.6,1,MEDIUM
STU-02814,3,public_state,2025,Term3_Apr_Jul,25.3,0,46.1,11,39.6,5,HIGH
STU-02815,1,elite_private,2023,Term3_Apr_Jul,0.2,0,98.4,2,85.7,0,LOW
STU-02816,3,public_state,2025,Term3_Apr_Jul,18.9,0,50.5,1,48.6,2,MEDIUM
STU-02817,1,elite_private,2025,Term2_Jan_Apr,0,1,99.2,1,83.8,0,LOW
STU-02818,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02819,2,low_cost_private,2024,Term2_Jan_Apr,64.9,0,36.0,11,31.2,4,HIGH
STU-02820,1,elite_private,2024,Term3_Apr_Jul,0,1,100,0,93.0,0,LOW
STU-02821,3,public_state,2023,Term3_Apr_Jul,23.8,0,58.5,6,42.7,2,MEDIUM
STU-02822,3,public_state,2024,Term1_Sep_Dec,7.5,0,92.8,0,60,0,LOW
STU-02823,2,low_cost_private,2024,Term3_Apr_Jul,22.0,0,83.6,0,74.8,0,LOW
STU-02824,2,low_cost_private,2024,Term2_Jan_Apr,26.8,0,63.8,0,54.5,2,MEDIUM
STU-02825,2,low_cost_private,2023,Term1_Sep_Dec,36.2,0,54.4,4,25.9,4,HIGH
STU-02826,3,public_state,2023,Term3_Apr_Jul,9.6,0,78.4,2,80.7,0,LOW
STU-02827,3,public_state,2023,Term1_Sep_Dec,30.2,0,67.5,7,25,2,HIGH
STU-02828,3,public_state,2025,Term2_Jan_Apr,19.7,0,63.9,1,43.0,2,MEDIUM
STU-02829,3,public_state,2025,Term2_Jan_Apr,27.9,0,62.8,1,28.4,4,MEDIUM
STU-02830,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-02831,2,low_cost_private,2024,Term2_Jan_Apr,17.1,0,90.1,1,85.2,0,LOW
STU-02832,2,low_cost_private,2024,Term3_Apr_Jul,44.4,0,56.6,4,20,4,HIGH
STU-02833,3,public_state,2025,Term3_Apr_Jul,16.4,0,56.6,0,34.9,2,MEDIUM
STU-02834,2,low_cost_private,2025,Term3_Apr_Jul,76.4,0,61.8,13,36.1,4,HIGH
STU-02835,2,low_cost_private,2023,Term1_Sep_Dec,60.3,0,71.2,8,47.5,1,HIGH
STU-02836,2,low_cost_private,2024,Term2_Jan_Apr,20.9,0,51.7,4,40.9,2,MEDIUM
STU-02837,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,88.5,0,LOW
STU-02838,3,public_state,2024,Term2_Jan_Apr,21.2,0,62.8,1,28.0,3,MEDIUM
STU-02839,1,elite_private,2024,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-02840,2,low_cost_private,2023,Term3_Apr_Jul,55.5,0,53.5,5,41.9,2,MEDIUM
STU-02841,1,elite_private,2024,Term3_Apr_Jul,0,1,100,0,100,0,LOW
STU-02842,2,low_cost_private,2025,Term2_Jan_Apr,76.4,0,58.2,0,58.0,1,MEDIUM
STU-02843,2,low_cost_private,2023,Term3_Apr_Jul,19.7,0,87.2,0,78.3,0,LOW
STU-02844,2,low_cost_private,2025,Term3_Apr_Jul,69.9,0,49.6,1,25.3,4,HIGH
STU-02845,2,low_cost_private,2024,Term2_Jan_Apr,93.6,0,67.2,4,46.2,3,HIGH
STU-02846,3,public_state,2025,Term3_Apr_Jul,14.8,0,63.2,8,48.6,2,MEDIUM
STU-02847,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,86.9,0,LOW
STU-02848,2,low_cost_private,2024,Term2_Jan_Apr,28.6,0,56.5,0,65.3,0,LOW
STU-02849,2,low_cost_private,2025,Term2_Jan_Apr,20.3,0,51.9,11,30.4,4,HIGH
STU-02850,3,public_state,2025,Term2_Jan_Apr,44.9,0,65.0,3,41.7,3,MEDIUM
STU-02851,2,low_cost_private,2025,Term3_Apr_Jul,27.3,0,52.9,0,44.0,3,MEDIUM
STU-02852,3,public_state,2025,Term3_Apr_Jul,60,0,44.5,7,38.0,4,HIGH
STU-02853,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,86.3,0,LOW
STU-02854,1,elite_private,2023,Term2_Jan_Apr,0,1,99.6,0,96.5,0,LOW
STU-02855,3,public_state,2025,Term3_Apr_Jul,32.6,0,49.0,3,20,4,HIGH
STU-02856,1,elite_private,2025,Term2_Jan_Apr,1.6,0,68.3,1,81.5,0,LOW
STU-02857,2,low_cost_private,2023,Term3_Apr_Jul,41.8,0,36.6,6,31.4,5,HIGH
STU-02858,3,public_state,2023,Term2_Jan_Apr,29.0,0,45.2,3,39.9,3,HIGH
STU-02859,2,low_cost_private,2025,Term2_Jan_Apr,41.9,0,57.4,0,31.1,5,HIGH
STU-02860,1,elite_private,2023,Term3_Apr_Jul,0,1,99.2,1,88.0,0,LOW
STU-02861,2,low_cost_private,2023,Term2_Jan_Apr,30.6,0,56.7,6,45.6,3,HIGH
STU-02862,3,public_state,2025,Term2_Jan_Apr,17.2,0,70.1,1,53.0,1,MEDIUM
STU-02863,2,low_cost_private,2024,Term3_Apr_Jul,73.9,0,57.1,4,47.6,2,HIGH
STU-02864,1,elite_private,2024,Term3_Apr_Jul,3.1,0,81.9,0,61.2,0,LOW
STU-02865,2,low_cost_private,2025,Term1_Sep_Dec,27.1,0,54.3,1,20,2,MEDIUM
STU-02866,2,low_cost_private,2023,Term3_Apr_Jul,28.2,0,50.0,0,42.8,3,MEDIUM
STU-02867,1,elite_private,2023,Term1_Sep_Dec,0,1,100,0,80.5,0,LOW
STU-02868,2,low_cost_private,2024,Term2_Jan_Apr,35.9,0,63.0,0,34.7,3,MEDIUM
STU-02869,2,low_cost_private,2025,Term2_Jan_Apr,36.2,0,38.7,4,24.7,5,HIGH
STU-02870,2,low_cost_private,2024,Term1_Sep_Dec,15.7,0,44.1,10,66.9,1,MEDIUM
STU-02871,3,public_state,2023,Term1_Sep_Dec,5.3,0,94.5,0,70.1,0,LOW
STU-02872,3,public_state,2024,Term2_Jan_Apr,15.1,0,32.5,10,20,4,HIGH
STU-02873,2,low_cost_private,2025,Term2_Jan_Apr,54.0,0,53.0,5,32.5,5,HIGH
STU-02874,3,public_state,2024,Term3_Apr_Jul,18.9,0,33.0,0,24.0,5,HIGH
STU-02875,2,low_cost_private,2025,Term3_Apr_Jul,82.1,0,31.6,13,42.8,3,HIGH
STU-02876,1,elite_private,2023,Term1_Sep_Dec,12.7,0,61.1,1,61.1,0,LOW
STU-02877,2,low_cost_private,2025,Term2_Jan_Apr,33.4,0,45.8,4,35.0,6,HIGH
STU-02878,3,public_state,2025,Term3_Apr_Jul,25.4,0,19.2,1,25.0,3,HIGH
STU-02879,3,public_state,2023,Term3_Apr_Jul,29.9,0,64.0,1,35.0,3,MEDIUM
STU-02880,3,public_state,2023,Term3_Apr_Jul,29.1,0,44.2,0,27.7,3,MEDIUM
STU-02881,2,low_cost_private,2024,Term3_Apr_Jul,43.8,0,41.6,8,24.1,2,HIGH
STU-02882,3,public_state,2023,Term1_Sep_Dec,7.6,0,40.9,5,47.3,1,MEDIUM
STU-02883,1,elite_private,2023,Term2_Jan_Apr,1.1,0,60.2,2,53.2,0,MEDIUM
STU-02884,2,low_cost_private,2024,Term3_Apr_Jul,60.9,0,33.9,13,55.7,0,HIGH
STU-02885,1,elite_private,2024,Term3_Apr_Jul,0,1,99.2,1,89.7,0,LOW
STU-02886,3,public_state,2024,Term3_Apr_Jul,4.6,0,79.6,1,75.4,0,LOW
STU-02887,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-02888,2,low_cost_private,2023,Term2_Jan_Apr,76.8,0,67.3,7,30.1,5,HIGH
STU-02889,1,elite_private,2024,Term1_Sep_Dec,13.3,0,68.7,4,51.1,2,MEDIUM
STU-02890,1,elite_private,2023,Term2_Jan_Apr,0,1,97.9,0,90.4,0,LOW
